#L2-ped algorithm finishRun(7090019), compiled: Mar 27 2006 , 16:21:09
#L2H10,6,total event counter; x=cases,183019,45755,45755,0,0,0,
#L2ped  CPU/eve MPV 30 kTicks,  FWHM=2, seen eve=183019
#L2ped  will save full spectra for all towers
# L2ped-Adc spectra, run=7090019, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02tf14  36  1.7 0x0d 0x2a id4287-108-1-07 1278 :.........<.........*.........>.........:.........:24789::9976433331222231.22111 qa=+
 02tf15  37  1.7 0x0d 0x29 id4286-108-1-06 1248 :.........<.........*.........>.........:.........:.2579:::985333332322232112221 qa=+
 02tf16  36  1.7 0x0d 0x28 id4285-108-1-05 1218 :.........<.........*.........>.........:.........25789::9864332332222222212.111 qa=+
 02tf17  34  1.7 0x0d 0x0b id4284-108-1-04  348 :.........<.........*.........>.........:.......13579:::875423333223122122122121 qa=+
 02tf18  44  1.7 0x0d 0x0a id4283-108-1-03  318 :.........<.........*.........>.........:.........:........2689:::87543333322232 qa=+
 02tf19  32  1.7 0x0d 0x09 id4282-108-1-02  288 :.........<.........*.........>.........:......14689::986543323323331222111111.2 qa=+
 02tf20  35  1.7 0x0d 0x08 id4281-108-1-01  258 :.........<.........*.........>.........:.........25789::98654333232221222212121 qa=+
 02tf21  24  1.7 0x1c 0x14 id0301-008-2-01  605 :.........<.........*.........>.........158:::86433332222212221121..211112111.11 qa=+
 02tf22  25  1.3 0x1c 0x15 id0302-008-2-02  635 :.........<.........*.........>.........:269::975333333222221112211111:.1.1..... qa=+
 02tf23  20  1.3 0x1c 0x16 id0303-008-2-03  665 :.........<.........*.........>.....1379::974333333312122.1122211121111.11.....1 qa=+
 02tf24  21  1.7 0x1c 0x17 id0304-008-2-04  695 :.........<.........*.........>.....1368:::964332223222322.11121111121:11...1... qa=+
 02tf25  20  1.3 0x1c 0x34 id0305-008-2-05 1565 :.........<.........*.........>......369::964433322232132211211.1111.1:211...1.. qa=+
 02tf26  24  1.3 0x1c 0x35 id0306-008-2-06 1595 :.........<.........*.........>.........:69::975433333322322222122111.:1..111.1. qa=+
 02tf27  22  1.7 0x1c 0x36 id0307-008-2-07 1625 :.........<.........*.........>.......148:::8544433322221222112222111121111.1.1. qa=+
 02tf28  23  1.3 0x1c 0x37 id0308-008-2-08 1655 :.........<.........*.........>......1.269:::85443333222222121..111.11:111.1111. qa=+
 02tf29  24  1.7 0x1c 0x54 id0309-008-2-09 2525 :.........<.........*.........>.........368:::975332332322322121111.2.1...111.1. qa=+
 02tf30  22  1.3 0x1c 0x55 id0310-008-2-10 2555 :.........<.........*.........>.......1489::9754333333222222:121321.21:11111.1.. qa=+
 02tf31  20  1.3 0x1c 0x56 id0311-008-2-11 2585 :.........<.........*.........>.....479::98533333222222222212.1..12121:11.1...11 qa=+
 02tf32  29  1.7 0x1c 0x57 id0312-008-2-12 2615 :.........<.........*.........>.........:...2589::98643333313222222112222.1.12.1 qa=+
 02tf33  32  1.3 0x1c 0x74 id0313-008-2-13 3485 :.........<.........*.........>.........:.......479::985433333223212211121122111 qa=+
 02tf34  27  1.7 0x1c 0x75 id0314-008-2-14 3515 :.........<.........*.........>.........:..479:::853333322222222321222112.2.2111 qa=+
 02tf35  39  1.3 0x1c 0x76 id0315-008-2-15 3545 :.........<.........*.........>.........:.........:...1479::9754333332322222222. qa=+
 02tf36  30  1.3 0x1c 0x77 id0316-008-2-16 3575 :.........<.........*.........>.........:.....158:::9644433322232222221221111111 qa=+
 02tf37  29  1.7 0x1c 0x94 id0317-008-2-17 4445 :.........<.........*.........>.........:...1479:::97533422332222212221221.21.1. qa=+
 02tf38  25  1.7 0x1c 0x95 id0318-008-2-18 4475 :.........<.........*.........>.........3689:::86433332332222222221211111112.... qa=+
 02tf39  32  1.7 0x1c 0x96 id0319-008-2-19 4505 :.........<.........*.........>.........:.......379:::9753333332322222:21211121. qa=+
 02tf40  27  1.7 0x1c 0x97 id0320-008-2-20 4535 :.........<.........*.........>.........:..479:::864333322.22212121111:.11..1.1. qa=+
 02tg01  37  1.3 0x0d 0x8f id4280-107-2-20 4308 :.........<.........*.........>.........:.........:..379::98534332323222221.1211 qa=+
 02tg02  43  1.3 0x0d 0x8e id4279-107-2-19 4278 :.........<.........*.........>.........:.........:........369::9754333233322222 qa=+
 02tg03  31  1.3 0x0d 0x8d id4278-107-2-18 4248 :.........<.........*.........>.........:......158:::9743333322332222222122.2.1. qa=+
 02tg04  33  1.7 0x0d 0x8c id4277-107-2-17 4218 :.........<.........*.........>.........:........379:::8644433323322312211121.11 qa=+
 02tg05  35  1.7 0x0d 0x6f id4276-107-2-16 3348 :.........<.........*.........>.........:.........:269:::86434333321222222211121 qa=+
 02tg06  34  1.3 0x0d 0x6e id4275-107-2-15 3318 :.........<.........*.........>.........:.........1579::974433333322232231121111 qa=+
 02tg07  40  1.7 0x0d 0x6d id4274-107-2-14 3288 :.........<.........*.........>.........:.........:.....368:::97533433322222222. qa=+
 02tg08  41  1.7 0x0d 0x6c id4273-107-2-13 3258 :.........<.........*.........>.........:.........:......368:::97433323332332222 qa=+
 02tg09  38  1.7 0x0d 0x4f id4272-107-2-12 2388 :.........<.........*.........>.........:.........:..1368:::98644433333232222221 qa=+
 02tg10  40  1.7 0x0d 0x4e id4271-107-2-11 2358 :.........<.........*.........>.........:.........:....2579:::975433332322222222 qa=+
 02tg11  41  1.7 0x0d 0x4d id4270-107-2-10 2328 :.........<.........*.........>.........:.........:....256899::98753333333122222 qa=+
 02tg12  42  2.2 0x0d 0x4c id4269-107-2-09 2298 :.........<.........*.........>.........:.........:.....4689:::99754333323223222 qa=+
 02tg13  38  1.7 0x0d 0x2f id4268-107-2-08 1428 :.........<.........*.........>.........:.........:..1479:::97543333222223222122 qa=+
 02tg14  39  1.7 0x0d 0x2e id4267-107-2-07 1398 :.........<.........*.........>.........:.........:...1479:::9754333222232222222 qa=+
 02tg15  41  1.7 0x0d 0x2d id4266-107-2-06 1368 :.........<.........*.........>.........:.........:.....25799::98643323333122221 qa=+
 02tg16  37  1.7 0x0d 0x2c id4265-107-2-05 1338 :.........<.........*.........>.........:.........:.2468:::987543332332211222112 qa=+
 02tg17  38  1.7 0x0d 0x0f id4264-107-2-04  468 :.........<.........*.........>.........:.........:..1379:::86433333333222211.21 qa=+
 02tg18  36  1.3 0x0d 0x0e id4263-107-2-03  438 :.........<.........*.........>.........:.........:.368:::9753333232332122222221 qa=+
 02tg19  42  1.7 0x0d 0x0d id4262-107-2-02  408 :.........<.........*.........>.........:.........:.......368:::9754333232323321 qa=+
 02tg20  39  1.3 0x0d 0x0c id4261-107-2-01  378 :.........<.........*.........>.........:.........:..1.1579::9864333323232222222 qa=+
 02tg21  26  1.3 0x1c 0x10 id0321-009-1-01  485 :.........<.........*.........>.........:2579::985333232222222222211.11221.11..1 qa=+
 02tg22  25  1.7 0x1c 0x11 id0322-009-1-02  515 :.........<.........*.........>.........:368:::97533333323212222221221:111.11... qa=+
 02tg23  24  1.7 0x1c 0x12 id0323-009-1-03  545 :.........<.........*.........>........1579:::864333332332.322212211.211121.1... qa=+
 02tg24  17  1.7 0x1c 0x13 id0324-009-1-04  575 :.........<.........*.........>..368:::97533322221322222121111111..2.2:1.1...... qa=+
 02tg25  23  1.7 0x1c 0x30 id0325-009-1-05 1445 :.........<.........*.........>.......1479:::8643333333113221.212112111.11...1.. qa=+
 02tg26  23  1.3 0x1c 0x31 id0326-009-1-06 1475 :.........<.........*.........>......1.379::9753333332232322222.112.211.1..1.... qa=+
 02tg27  24  1.3 0x1c 0x32 id0327-009-1-07 1505 :.........<.........*.........>.........2579::9753333332322211122211111.211.2.1. qa=+
 02tg28  20  1.7 0x1c 0x33 id0328-009-1-08 1535 :.........<.........*.........>.....1579::98653333333322232.212111211.11.1.111.. qa=+
 02tg29  27  1.7 0x1c 0x50 id0329-009-1-09 2405 :.........<.........*.........>.........:.3689:::86444333322122112112211.11.1... qa=+
 02tg30  24  1.7 0x1c 0x51 id0330-009-1-10 2435 :.........<.........*.........>........4689::986432332332213222121.111:11..11.11 qa=+
 02tg31  25  1.7 0x1c 0x52 id0331-009-1-11 2465 :.........<.........*.........>.........3689:::9744332332222321222111.11..1..... qa=+
 02tg32  24  1.7 0x1c 0x53 id0332-009-1-12 2495 :.........<.........*.........>........2579:::975333333323132112.22111111....1.. qa=+
 02tg33  27  1.3 0x1c 0x70 id0333-009-1-13 3365 :.........<.........*.........>.........:..2689::975433333322222211.111111111.1. qa=+
 02tg34  27  1.7 0x1c 0x71 id0334-009-1-14 3395 :.........<.........*.........>.........:..368:::85443332322221122.1.1:111.1..11 qa=+
 02tg35  27  1.7 0x1c 0x72 id0335-009-1-15 3425 :.........<.........*.........>.........:.1589:::864433333322222222.21122112111. qa=+
 02tg36  30  1.7 0x1c 0x73 id0336-009-1-16 3455 :.........<.........*.........>.........:.....258:::964343233332222121111111.111 qa=+
 02tg37  28  1.7 0x1c 0x90 id0337-009-1-17 4325 :.........<.........*.........>.........:...3689:::97543332332222212221111.2.... qa=+
 02tg38  29  1.7 0x1c 0x91 id0338-009-1-18 4355 :.........<.........*.........>.........:...1478:::98643333232222222211221111111 qa=+
 02tg39  32  1.7 0x1c 0x92 id0339-009-1-19 4385 :.........<.........*.........>.........:......3689:::975433332232212122.2.11112 qa=+
 02tg40  31  1.7 0x1c 0x93 id0340-009-1-20 4415 :.........<.........*.........>.........:.....3689:::864333333322221111112111122 qa=+
 02th01  38  1.7 0x0d 0x93 id4260-107-1-20 4428 :.........<.........*.........>.........:.........1.11479::9864333233221.1221222 qa=+
 02th02  33  1.7 0x0d 0x92 id4259-107-1-19 4398 :.........<.........*.........>.........:......11368:::9754333331121121121121.11 qa=+
 02th03  31  1.7 0x0d 0x91 id4258-107-1-18 4368 :.........<.........*.........>.........:.....1368:::975333323322122221121111.11 qa=+
 02th04  37  1.3 0x0d 0x90 id4257-107-1-17 4338 :.........<.........*.........>.........:.........:12579::9854343332223222111122 qa=+
 02th05  39  1.7 0x0d 0x73 id4256-107-1-16 3468 :.........<.........*.........>.........:.........:...1368:::9744333332332222112 qa=+
 02th06  32  1.7 0x0d 0x72 id4255-107-1-15 3438 :.........<.........*.........>.........:.....11368:::97533333333222111221...111 qa=+
 02th07  35  1.7 0x0d 0x71 id4254-107-1-14 3408 :.........<.........*.........>.........:........124689::97543333223222211213..1 qa=+
 02th08  36  1.3 0x0d 0x70 id4253-107-1-13 3378 :.........<.........*.........>.........:.........:1368:::864433343323122111111. qa=+
 02th09  39  1.7 0x0d 0x53 id4252-107-1-12 2508 :.........<.........*.........>.........:.........:.112589:::986543233321232.222 qa=+
 02th10  42  1.3 0x0d 0x52 id4251-107-1-11 2478 :.........<.........*.........>.........:.........:......1479::98654333332222121 qa=+
 02th11  39  1.7 0x0d 0x51 id4250-107-1-10 2448 :.........<.........*.........>.........:.........:..24689:::9754333333322321221 qa=+
 02th12  36  1.3 0x0d 0x50 id4249-107-1-09 2418 :.........<.........*.........>.........:.........:2579::9865333332322222212.111 qa=+
 02th13  36  1.3 0x0d 0x33 id4248-107-1-08 1548 :.........<.........*.........>.........:.........:3689::9865433323212321121.121 qa=+
 02th14  38  1.7 0x0d 0x32 id4247-107-1-07 1518 :.........<.........*.........>.........:.........:..2579:::864433333222222221.. qa=+
 02th15  44  1.7 0x0d 0x31 id4246-107-1-06 1488 :.........<.........*.........>.........:.........:........3589:::97543333332321 qa=+
 02th16  37  2.2 0x0d 0x30 id4245-107-1-05 1458 :.........<.........*.........>.........:.........:11478:::9874333333321222122.1 qa=+
 02th17  44  1.7 0x0d 0x13 id4244-107-1-04  588 :.........<.........*.........>.........:.........:.......12579:::98643323332212 qa=+
 02th18  37  1.7 0x0d 0x12 id4243-107-1-03  558 :.........<.........*.........>.........:.........:.1478:::98644333232222122.212 qa=+
 02th19  44  1.3 0x0d 0x11 id4242-107-1-02  528 :.........<.........*.........>.........:.........:.....1.14689::986432333222122 qa=+
 02th20  41  2.2 0x0d 0x10 id4241-107-1-01  498 :.........<.........*.........>.........:.........:.....1468:::98643323332212212 qa=+
 02th21  22  1.7 0x1c 0x0c id0341-009-2-01  365 :.........<.........*.........>......1479:::975333333322121222122222.12211221.11 qa=+
 02th22  22  1.7 0x1c 0x0d id0342-009-2-02  395 :.........<.........*.........>......14689::985443333332222221212.2121:1.1.1...1 qa=+
 02th23  26  1.7 0x1c 0x0e id0343-009-2-03  425 :.........<.........*.........>.........:.479:::86433332323221221.11121121...1.1 qa=+
 02th24  20  1.7 0x1c 0x0f id0344-009-2-04  455 :.........<.........*.........>.....368:::975332323223212221:111.2211.1.221..... qa=+
 02th25  25  1.7 0x1c 0x2c id0345-009-2-05 1325 :.........<.........*.........>.........2579:::9743333323222231221221111....1... qa=+
 02th26  16  1.7 0x1c 0x2d id0346-009-2-06 1355 :.........<.........*.........>.368:::975433332322222222.21211.11.11..:...1...1. qa=+
 02th27  21  1.7 0x1c 0x2e id0347-009-2-07 1385 :.........<.........*.........>......368:::9753343323222232221112211.1:.11111..1 qa=+
 02th28  27  1.7 0x1c 0x2f id0348-009-2-08 1415 :.........<.........*.........>.........:..1589::975432323222221221211:121...11. qa=+
 02th29  20  1.3 0x1c 0x4c id0349-009-2-09 2285 :.........<.........*.........>.....4689::98644333223222211222212...11:.1.11.... qa=+
 02th30  16  1.7 0x1c 0x4d id0350-009-2-10 2315 :.........<.........*.........>.3589::97543333323322222212112.1.1..11.1..1..1.1. qa=+
 02th31  18  1.7 0x1c 0x4e id0351-009-2-11 2345 :.........<.........*.........>...479:::854433322223222.11112.111..11.:11.1...1. qa=+
 02th32  23  1.7 0x1c 0x4f id0352-009-2-12 2375 :.........<.........*.........>.........58:::97533323331222221221.1112211.1..11. qa=+
 02th33  32  1.3 0x1c 0x6c id0353-009-2-13 3245 :.........<.........*.........>.........:.......2589::97533332333322121122121.11 qa=+
 02th34  32  1.7 0x1c 0x6d id0354-009-2-14 3275 :.........<.........*.........>.........:.......269:::86434333333222221211.1111. qa=+
 02th35  25  1.3 0x1c 0x6e id0355-009-2-15 3305 :.........<.........*.........>.........:2489::9743433332222211222212.:111..1111 qa=+
 02th36  25  1.3 0x1c 0x6f id0356-009-2-16 3335 :.........<.........*.........>.........:2589::964433333333122212.1111111.1.1.1. qa=+
 02th37  23  1.7 0x1c 0x8c id0357-009-2-17 4205 :.........<.........*.........>.......1589:::864433332222211212211.2211.1.1.11.. qa=+
 02th38  28  1.7 0x1c 0x8d id0358-009-2-18 4235 :.........<.........*.........>.........:..2579:::974433232322212122.1:11111.... qa=+
 02th39  25  1.3 0x1c 0x8e id0359-009-2-19 4265 :.........<.........*.........>.........:.589::9754334323322222121.11.11.1.1.... qa=+
 02th40  23  1.7 0x1c 0x8f id0360-009-2-20 4295 :.........<.........*.........>....2122468:::97543333323212111121111..1.1.1...1. qa=+
 02ti01  40  1.7 0x0d 0x97 id4240-106-2-20 4548 :.........<.........*.........>.........:.........:.....148:::862.....:......... qa=+
 02ti02  38  1.3 0x0d 0x96 id4239-106-2-19 4518 :.........<.........*.........>.........:.........:...1379::974433233232221.1111 qa=+
 02ti03  42  1.3 0x0d 0x95 id4238-106-2-18 4488 :.........<.........*.........>.........:.........:.......2579::9644332233322222 qa=+
 02ti04  38  1.3 0x0d 0x94 id4237-106-2-17 4458 :.........<.........*.........>.........:.........:..1269::975433333232.32212211 qa=+
 02ti05  38  1.7 0x0d 0x77 id4236-106-2-16 3588 :.........<.........*.........>.........:.........:1.1369:::85444333233332222.12 qa=+
 02ti06  39  1.3 0x0d 0x76 id4235-106-2-15 3558 :.........<.........*.........>.........:.........:...1379::97543333332132221221 qa=+
 02ti07  36  1.3 0x0d 0x75 id4234-106-2-14 3528 :.........<.........*.........>.........:.........:2379::97543333332122222.22211 qa=+
 02ti08  34  1.7 0x0d 0x74 id4233-106-2-13 3498 :.........<.........*.........>.........:........1158:::8533333322322121121.2112 qa=+
 02ti09  39  1.7 0x0d 0x57 id4232-106-2-12 2628 :.........<.........*.........>.........:.........:...2479:::9764333233222221111 qa=+
 02ti10  43  1.7 0x0d 0x56 id4231-106-2-11 2598 :.........<.........*.........>.........:.........:.......1478:::974332333222322 qa=+
 02ti11  38  1.7 0x0d 0x55 id4230-106-2-10 2568 :.........<.........*.........>.........:.........:.11479:::97543332222222111121 qa=+
 02ti12  44  2.2 0x0d 0x54 id4229-106-2-09 2538 :.........<.........*.........>.........:.........:.....1136799::997643333222312 qa=+
 02ti13  40  1.7 0x0d 0x37 id4228-106-2-08 1668 :.........<.........*.........>.........:.........:..1.1579:::864323232322222212 qa=+
 02ti14  40  1.3 0x0d 0x36 id4227-106-2-07 1638 :.........<.........*.........>.........:.........:....2579::9754332123122322122 qa=+
 02ti15  38  1.7 0x0d 0x35 id4226-106-2-06 1608 :.........<.........*.........>.........:.........:..1369:::86434322322221222322 qa=+
 02ti16  39  1.7 0x0d 0x34 id4225-106-2-05 1578 :.........<.........*.........>.........:.........:..12479:::8643332333232221221 qa=+
 02ti17  47  1.7 0x0d 0x17 id4224-106-2-04  708 :.........<.........*.........>.........:.........:......1..:.2579:::97544333332 qa=+
 02ti18  47  2.2 0x0d 0x16 id4223-106-2-03  678 :.........<.........*.........>.........:.........:.......12112589::986543333322 qa=+
 02ti19  38  1.7 0x0d 0x15 id4222-106-2-02  648 :.........<.........*.........>.........:.........:..1368:::97533332223233222121 qa=+
 02ti20  45  1.7 0x0d 0x14 id4221-106-2-01  618 :.........<.........*.........>.........:.........:.........:368:::9764333232222 qa=+
 02ti21  26  1.7 0x1c 0x08 id0361-010-1-01  245 :.........<.........*.........>.........23689::985432233332231122.12121111...11. qa=+
 02ti22  21  1.3 0x1c 0x09 id0362-010-1-02  275 :.........<.........*.........>......157:::9644333332222222222211111211.1111.11. qa=+
 02ti23  20  1.3 0x1c 0x0a id0363-010-1-03  305 :.........<.........*.........>......479::9754433333232322212121.211..111..1..1. qa=+
 02ti24  22  1.3 0x1c 0x0b id0364-010-1-04  335 :.........<.........*.........>........479::974333332222222211.11112.1:.1111..11 qa=+
 02ti25  13  1.3 0x1c 0x28 id0365-010-1-05 1205 :.........<.........*.......1358:::97544333332221332222111111.1...1.111..11.1... qa=+
 02ti26  21  1.3 0x1c 0x29 id0366-010-1-06 1235 :.........<.........*.........>......1479::97434333223322222:21212.211111111.1.. qa=+
 02ti27  22  1.3 0x1c 0x2a id0367-010-1-07 1265 :.........<.........*.........>...1..2469::985433323322222221121212.1211..1.11.. qa=+
 02ti28  23  1.7 0x1c 0x2b id0368-010-1-08 1295 :.........<.........*.........>........268:::86442432332222111222121.1211..2.... qa=+
 02ti29  22  1.7 0x1c 0x48 id0369-010-1-09 2165 :.........<.........*.........>......2579:::97543332222211222212.1..2.:11111.2.. qa=+
 02ti30  24  1.7 0x1c 0x49 id0370-010-1-10 2195 :.........<.........*.........>........2579:::86433333332131222122122111111.1... qa=+
 02ti31  19  1.3 0x1c 0x4a id0371-010-1-11 2225 :.........<.........*.........>..11579::975333332322222222212.122.112.111111..1. qa=+
 02ti32  22  1.3 0x1c 0x4b id0372-010-1-12 2255 :.........<.........*.........>.......1589::98534333332223221.22.111.2:111..1.11 qa=+
 02ti33  30  1.7 0x1c 0x68 id0373-010-1-13 3125 :.........<.........*.........>.........:....2579:::8754433332332212222121.22.1. qa=+
 02ti34  30  1.3 0x1c 0x69 id0374-010-1-14 3155 :.........<.........*.........>.........:.....579::98643333323222222221211211..2 qa=+
 02ti35  32  1.3 0x1c 0x6a id0375-010-1-15 3185 :.........<.........*.........>.........:.......479::985433333332222221.22222112 qa=+
 02ti36  31  1.7 0x1c 0x6b id0376-010-1-16 3215 :.........<.........*.........>.........:......268:::864333333323322221211211.11 qa=+
 02ti37  26  2.2 0x1c 0x88 id0377-010-1-17 4085 :.........<.........*.........>.........:13689::98643333233222223221211221211.21 qa=+
 02ti38  26  1.7 0x1c 0x89 id0378-010-1-18 4115 :.........<.........*.........>.........:2479:::9644333333222222221.1121112..1.1 qa=+
 02ti39  31  1.7 0x1c 0x8a id0379-010-1-19 4145 :.........<.........*.........>.........:.....1479:::875433232222222212.211.1111 qa=+
 02ti40  24  1.7 0x1c 0x8b id0380-010-1-20 4175 :.........<.........*.........>.........2589::98743323222222121111.111:111.111.. qa=+
 02tj01  32  1.7 0x0d 0x9b id4220-106-1-20 4668 :.........<.........*.........>.........:.......369:::864333223222322.11211..211 qa=+
 02tj02  35  1.3 0x0d 0x9a id4219-106-1-19 4638 :.........<.........*.........>.........:.........:379::9644333323232131212.1122 qa=+
 02tj03  30  1.3 0x0d 0x99 id4218-106-1-18 4608 :.........<.........*.........>.........:.....1479::97533333321222.1121122.2.111 qa=+
 02tj04  38  1.3 0x0d 0x98 id4217-106-1-17 4578 :.........<.........*.........>.........:.........:....379::973.......:......... qa=+
 02tj05  33  1.7 0x0d 0x7b id4216-106-1-16 3708 :.........<.........*.........>.........:......1.368:::86433333332223211222.1121 qa=+
 02tj06  32  1.3 0x0d 0x7a id4215-106-1-15 3678 :.........<.........*.........>.........:........48:::9644343333222222221211112. qa=+
 02tj07  31  1.7 0x0d 0x79 id4214-106-1-14 3648 :.........<.........*.........>.........:......379:::8643333323322212212112..11. qa=+
 02tj08  35  1.7 0x0d 0x78 id4213-106-1-13 3618 :.........<.........*.........>.........:.........2579:::8544433223223122211111. qa=+
 02tj09  39  1.7 0x0d 0x5b id4212-106-1-12 2748 :.........<.........*.........>.........:.........:.1.1479:::9864323333222112212 qa=+
 02tj10  42  1.7 0x0d 0x5a id4211-106-1-11 2718 :.........<.........*.........>.........:.........:......2579:::9744333333322221 qa=+
 02tj11  38  1.7 0x0d 0x59 id4210-106-1-10 2688 :.........<.........*.........>.........:.........:...479:::97543333321221211222 qa=+
 02tj12  36  1.3 0x0d 0x58 id4209-106-1-09 2658 :.........<.........*.........>.........:.........:13689::986433332322223222121. qa=+
 02tj13  40  1.7 0x0d 0x3b id4208-106-1-08 1788 :.........<.........*.........>.........:.........:....2579:::975333433322212112 qa=+
 02tj14  38  1.7 0x0d 0x3a id4207-106-1-07 1758 :.........<.........*.........>.........:.........:..1469:::97443333322212222221 qa=+
 02tj15  43  1.7 0x0d 0x39 id4206-106-1-06 1728 :.........<.........*.........>.........:.........:.......2589:::864433332122212 qa=+
 02tj16  41  1.7 0x0d 0x38 id4205-106-1-05 1698 :.........<.........*.........>.........:.........:......368:::97543333333232.22 qa=+
 02tj17  36  1.3 0x0d 0x1b id4204-106-1-04  828 :.........<.........*.........>.........:.........:.3589::9864333323222232222121 qa=+
 02tj18  42  1.7 0x0d 0x1a id4203-106-1-03  798 :.........<.........*.........>.........:.........:......2589::98753333322212222 qa=+
 02tj19  47  1.7 0x0d 0x19 id4202-106-1-02  768 :.........<.........*.........>.........:.........:.........:..2689::98643222332 qa=+
 02tj20  44  1.3 0x0d 0x18 id4201-106-1-01  738 :.........<.........*.........>.........:.........:.......1.2689::98643233232222 qa=+
 02tj21  23  1.7 0x1c 0x04 id0381-010-2-01  125 :.........<.........*.........>......13689::997533332322232321112..1111.11121... qa=+
 02tj22  25  1.7 0x1c 0x05 id0382-010-2-02  155 :.........<.........*.........>........13689:::864333333322322222.2.21122.1.1..1 qa=+
 02tj23  22  1.7 0x1c 0x06 id0383-010-2-03  185 :.........<.........*.........>.......479:::975433333222322221121.111.1111111... qa=+
 02tj24  17  1.3 0x1c 0x07 id0384-010-2-04  215 :.........<.........*.........>..379:::854433322222222222211111.2121.111.11.111. qa=+
 02tj25  25  2.2 0x1c 0x24 id0385-010-2-05 1085 :.........<.........*.........>........146799::9754332222.211121112.1.1..11.1..1 qa=+
 02tj26  21  1.3 0x1c 0x25 id0386-010-2-06 1115 :.........<.........*.........>....14689::975433333323123212121112.111:..1....11 qa=+
 02tj27  17  1.3 0x1c 0x26 id0387-010-2-07 1145 :.........<.........*.........>13689::9864433323322211212.11121.......1....1.1.. qa=+
 02tj28  17  1.3 0x1c 0x27 id0388-010-2-08 1175 :.........<.........*.........>.2589::9753333322322222122121111...1..1:....1..1. qa=+
 02tj29  26  1.7 0x1c 0x43 id0389-010-2-09 2015 :.........<.........*.........>.........:2479:::9643333333322121222.111..1.1.... qa=+
 02tj30  28  1.3 0x1c 0x42 id0390-010-2-10 1985 :.........<.........*.........>.........:...258:::974333333312232121212221.11111 qa=+
 02tj31  25  1.7 0x1c 0x41 id0391-010-2-11 1955 :.........<.........*.........>........11468:::9743332333221222221211.11.2.11.11 qa=+
 02tj32  24  1.7 0x1c 0x40 id0392-010-2-12 1925 :.........<.........*.........>.........469:::97534333322222222221112111111...11 qa=+
 02tj33  34  1.7 0x1c 0x64 id0393-010-2-13 3005 :.........<.........*.........>.........:........1368:::964343332223212122211111 qa=+
 02tj34  34  1.3 0x1c 0x65 id0394-010-2-14 3035 :.........<.........*.........>.........:.......11589::9753333333221312221111.11 qa=+
 02tj35  20  1.3 0x1c 0x66 id0395-010-2-15 3065 :.........<.........*.........>.....1579::985433333333221212122121.11.21..1.1..1 qa=+
 02tj36  29  1.3 0x1c 0x67 id0396-010-2-16 3095 :.........<.........*.........>.........:....1479::97543333332223122222.1111..1. qa=+
 02tj37  30  1.7 0x1c 0x84 id0397-010-2-17 3965 :.........<.........*.........>.........:....1579:::86433233322322132212111.21.1 qa=+
 02tj38  22  1.3 0x1c 0x85 id0398-010-2-18 3995 :.........<.........*.........>........489::97534333333332221222111.11111.11..12 qa=+
 02tj39  26  1.7 0x1c 0x86 id0399-010-2-19 4025 :.........<.........*.........>.........:1579:::864333333312211.21111.111..11111 qa=+
 02tj40  20  1.3 0x1c 0x87 id0400-010-2-20 4055 :.........<.........*.........>....1479::986433333322121111112..1.11.1:.1....... qa=+
 03ta01  32  1.3 0x0d 0x9f id4200-105-2-20 4788 :.........<.........*.........>.........:.......479::96444333323221221212222.1.. qa=+
 03ta02  38  1.3 0x0d 0x9e id4199-105-2-19 4758 :.........<.........*.........>.........:.........:...148:a:85444333333222322212 qa=+
 03ta03  39  1.7 0x0d 0x9d id4198-105-2-18 4728 :.........<.........*.........>.........:.........:....148:::8544333332222222211 qa=+
 03ta04  32  1.7 0x0d 0x9c id4197-105-2-17 4698 :.........<.........*.........>.........:.......147:::85434333223322222121111111 qa=+
 03ta05  39  1.3 0x0d 0x7f id4196-105-2-16 3828 :.........<.........*.........>.........:.........:....158:::8644433333333222211 qa=+
 03ta06  37  1.3 0x0d 0x7e id4195-105-2-15 3798 :.........<.........*.........>.........:.........:...369::98544333233333121211. qa=+
 03ta07  28  1.3 0x0d 0x7d id4194-105-2-14 3768 :.........<.........*.........>.........:..2379::964444332223322221221:121..11.1 qa=+
 03ta08  40  1.3 0x0d 0x7c id4193-105-2-13 3738 :.........<.........*.........>.........:.........:....1479::9754333333232211212 qa=+
 03ta09  35  1.7 0x0d 0x5f id4192-105-2-12 2868 :.........<.........*.........>.........:.........3579:::86444333233221212211212 qa=+
 03ta10  32  1.3 0x0d 0x5e id4191-105-2-11 2838 :.........<.........*.........>.........:....1..2589::9754333332322222222212211. qa=+
 03ta11  41  1.7 0x0d 0x5d id4190-105-2-10 2808 :.........<.........*.........>.........:.........:.1...2478:::97533332332322222 qa=+
 03ta12  38  1.7 0x0d 0x5c id4189-105-2-09 2778 :.........<.........*.........>.........:.........:...468:::986434333333222.2122 qa=+
 03ta13  36  1.3 0x0d 0x3f id4188-105-2-08 1908 :.........<.........*.........>.........:........124689::975433233323322212.211. qa=+
