#L2-ped algorithm finishRun(7146077), compiled: Mar 27 2006 , 16:21:09
#L2H10,6,total event counter; x=cases,785,785,785,0,0,0,
#L2ped  CPU/eve MPV 155 kTicks,  FWHM=3, seen eve=785
# L2ped-Adc spectra, run=7146077, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 12TC03  28  1.7 0x01 0x22         P12TC03  204 :.........<.........*.........>.........:...135666421.1....11.11.1....:......... qa=+
 12TC04  17  2.2 0x01 0x60         P12TC04  576 :.........<.........*.........>..245665411..11....:.........:.........:......... qa=+
 12TC05 228  1.7 0x01 0x61         P12TC05  582 :.........<.........*.........>.........:.........:.........:.........:......... qa=+
 12TC06  24  1.7 0x01 0x62         P12TC06  588 :.........<.........*.........>.........:2566642111.11.1.11.:...1...1.:......... qa=+
 12TC07  28  1.3 0x01 0x63         P12TC07  594 :.........<.........*.........>.........:...1456653211.111.2:....1....:.......1. qa=+
 12TC08  30  2.2 0x01 0x23         P12TC08  210 :.........<.........*.........>.........:....23566654211..1.:..11.....:..1...... qa=+
 12TC09  13  1.7 0x01 0x24         P12TC09  216 :.........<.........*.........35666532.2:.1..1....:....1....:.........:......... qa=+
 12TC10  18  1.7 0x01 0x25         P12TC10  222 :.........<.........*.........>....2466652..2111..11.......1:...1.....:......... qa=+
 12TC11  20  1.7 0x01 0x26         P12TC11  228 :.........<.........*.........>.....1.35665421.11.:1..11...1:.........:......... qa=+
 12TC12  28  1.7 0x01 0x27         P12TC12  234 :.........<.........*.........>.........:...124666543211....:........1:......... qa=+
#12TD01  14  1.3 0x01 0x28         P12TD01  240 :.........<.........*.........>145665321221...1..1111...111.:.........:..1...... qa=+
 12TD02  19  1.3 0x01 0x29         P12TD02  246 :.........<.........*.........>.....25665322..11..:....1....:.........:......... qa=+
 12TD03  21  1.7 0x01 0x2a         P12TD03  252 :.........<.........*.........>.......14666412..111.11......:......1..:......... qa=+
 12TD04  20  1.3 0x01 0x64         P12TD04  600 :.........<.........*.........>....12456654.12....11........:.........:......... qa=+
 12TD05  22  1.3 0x01 0x65         P12TD05  606 :.........<.........*.........>.......1135665421.111..1.....:.........:......... qa=+
 12TD06  25  1.3 0x01 0x66         P12TD06  612 :.........<.........*.........>.........:125665311:111..1111:.........:......... qa=+
 12TD07  28  1.3 0x01 0x67         P12TD07  618 :.........<.........*.........>.........:....3566543211111.11..1...1..:......... qa=+
 12TD08  17  1.3 0x01 0x2b         P12TD08  258 :.........<.........*.........>...145665321211..1.:.........:.........:......... qa=+
 12TD09  16  2.2 0x01 0x2c         P12TD09  264 :.........<.........*.........>.135666542211.1....:....11...:.........:......... qa=+
 12TD10  15  1.7 0x01 0x2d         P12TD10  270 :.........<.........*.........>145665421:.........:..1.1..1.:.........:......... qa=+
 12TD11  20  1.7 0x01 0x2e         P12TD11  276 :.........<.........*.........>.....1356664111....:....1..11:.........:......... qa=+
 12TD12  17  1.7 0x01 0x2f         P12TD12  282 :.........<.........*.........>...3566542.11..1...:1.1......:.........:......... qa=+
 12TE01  10  1.3 0x01 0x30         P12TE01  288 :.........<.........*.....13566542111.1.:....1....1.........:.........:......... qa=+
 12TE02  19  1.7 0x01 0x31         P12TE02  294 :.........<.........*.........>.....3566632211.11.1.........:....1....:......... qa=+
 12TE03  14  1.3 0x01 0x32         P12TE03  300 :.........<.........*.........>145665322111.......1.........:.........:......... qa=+
 12TE04  14  1.3 0x01 0x68         P12TE04  624 :.........<.........*.........>1456653212.11.1..1.:.1...1...:.........:....1.... qa=+
 12TE05  20  1.3 0x01 0x69         P12TE05  630 :.........<.........*.........>......2466642211.11:..1......:....1....:......... qa=+
 12TE06  23  1.3 0x01 0x6a         P12TE06  636 :.........<.........*.........>.........13566422111211......:.1..1....:......... qa=+
 12TE07  24  1.3 0x01 0x6b         P12TE07  642 :.........<.........*.........>.........:236664212111.......:.....1...:......... qa=+
 12TE08  23  1.3 0x01 0x33         P12TE08  306 :.........<.........*.........>.........24566543.2:.111.....1...1.1...:......... qa=+
 12TE09  14  1.3 0x01 0x34         P12TE09  312 :.........<.........*.........>.36664211211.1..1..1.........:.........:......... qa=+
 12TE10  14  1.7 0x01 0x35         P12TE10  318 :.........<.........*.........>14666531.:.11..1.1.:.........:.........:......... qa=+
 12TE11  14  1.3 0x01 0x36         P12TE11  324 :.........<.........*.........125665421.:1...1....:1......1.:.........:......... qa=+
 12TE12  18  1.3 0x01 0x37         P12TE12  330 :.........<.........*.........>.....2566431...1...:..1..1...:.........:......... qa=+
 01ta01  33  1.7 0x0f 0x8f id4600-115-2-20 4306 :.........<.........*.........>.........:.......123566542...:11....1..1......... qa=+
 01ta02  26  1.3 0x0f 0x8e id4599-115-2-19 4276 :.........<.........*.........>.........:..13566531...1.....:.....1...:......... qa=+
 01ta03  44  1.3 0x0f 0x8d id4598-115-2-18 4246 :.........<.........*.........>.........:.........:.........245665421.:.1.....1. qa=+
 01ta04  40  1.7 0x0f 0x8c id4597-115-2-17 4216 :.........<.........*.........>.........:.........:......246665311....:...1..... qa=+
 01ta05  36  1.3 0x0f 0x6f id4596-115-2-16 3346 :.........<.........*.........>.........:.........:.13566542:.........:......... qa=+
 01ta06  43  1.3 0x0f 0x6e id4595-115-2-15 3316 :.........<.........*.........>.........:.........:........245665321..:1...1.1.. qa=+
 01ta07  46  1.3 0x0f 0x6d id4594-115-2-14 3286 :.........<.........*.........>.........:.........:.........:.134566542......... qa=+
 01ta08  38  1.7 0x0f 0x6c id4593-115-2-13 3256 :.........<.........*.........>.........:.........:...13566643........:....1.... qa=+
 01ta09  28  1.3 0x0f 0x4f id4592-115-2-12 2386 :.........<.........*.........>.........:....35665421.......:....1....:......... qa=+
 01ta10  32  1.7 0x0f 0x4e id4591-115-2-11 2356 :.........<.........*.........>.........:.......12466653.1..:.1.......:......... qa=+
 01ta11  41  2.2 0x0f 0x4d id4590-115-2-10 2326 :.........<.........*.........>.........:.........:.......24566542....:...1..... qa=+
 01ta12  29  1.7 0x0f 0x4c id4589-115-2-09 2296 :.........<.........*.........>.........:.....23566542.11...:........1:........1 qa=+
 01ta13  38  1.3 0x0f 0x2f id4588-115-2-08 1426 :.........<.........*.........>.........:.........:....1556654221.1.1.:..1...... qa=+
 01ta14  33  1.7 0x0f 0x2e id4587-115-2-07 1396 :.........<.........*.........>.........:........24566543321:.1.1.....:......... qa=+
 01ta15  44  1.3 0x0f 0x2d id4586-115-2-06 1366 :.........<.........*.........>.........:.........:........114556654321......... qa=+
 01ta16  37  1.7 0x0f 0x2c id4585-115-2-05 1336 :.........<.........*.........>.........:.........:..235666543311.....:......... qa=+
 01ta17  27  1.7 0x0f 0x0f id4584-115-2-04  466 :.........<.........*.........>.........:..1356654211.......:.......1.1......... qa=+
 01ta18  27  1.7 0x0f 0x0e id4583-115-2-03  436 :.........<.........*.........>.........:..245665321.1......:.........:......... qa=+
 01ta19  30  1.7 0x0f 0x0d id4582-115-2-02  406 :.........<.........*.........>.........:.....1255665411....:........1:......... qa=+
 01ta20  33  1.7 0x0f 0x0c id4581-115-2-01  376 :.........<.........*.........>.........:........23566643...:........1:......... qa=+
 01ta21  31  2.2 0x1e 0x10 id0001-001-1-01  483 :.........<.........*.........>.........:.....135566542...11:........1:......... qa=+
 01ta22  35  1.7 0x1e 0x11 id0002-001-1-02  513 :.........<.........*.........>.........:.........1235666532:.1..1.1..:......... qa=+
 01ta23  34  2.2 0x1e 0x12 id0003-001-1-03  543 :.........<.........*.........>.........:.........14566542..:....1....:......... qa=+
 01ta24  32  2.2 0x1e 0x13 id0004-001-1-04  573 :.........<.........*.........>.........:.......34566553111.:........1:......... qa=+
 01ta25  39  1.7 0x1e 0x30 id0005-001-1-05 1443 :.........<.........*.........>.........:.........:...11456665421.....:..1...1.. qa=+
 01ta26  37  1.7 0x1e 0x31 id0006-001-1-06 1473 :.........<.........*.........>.........:.........:.124566653.........:........1 qa=+
 01ta27  36  1.7 0x1e 0x32 id0007-001-1-07 1503 :.........<.........*.........>.........:.........:.2456665311.1..1...:......... qa=+
 01ta28  37  1.7 0x1e 0x33 id0008-001-1-08 1533 :.........<.........*.........>.........:.........:...346665421.......:......... qa=+
 01ta29  32  1.7 0x1e 0x50 id0009-001-1-09 2403 :.........<.........*.........>.........:........25666542...1....1....1......... qa=+
 01ta30  33  1.7 0x1e 0x51 id0010-001-1-10 2433 :.........<.........*.........>.........:........135666431..1.........:......... qa=+
 01ta31  35  1.7 0x1e 0x52 id0011-001-1-11 2463 :.........<.........*.........>.........:.........:1346665211.11......:......... qa=+
 01ta32  30  1.7 0x1e 0x53 id0012-001-1-12 2493 :.........<.........*.........>.........:.....23566643.11...:....1.1..:......... qa=+
 01ta33  42  2.2 0x1e 0x70 id0013-001-1-13 3363 :.........<.........*.........>.........:.........:......1245666531...:1........ qa=+
 01ta34  36  1.7 0x1e 0x71 id0014-001-1-14 3393 :.........<.........*.........>.........:.........:.23456654211..1....:.....1... qa=+
 01ta35  33  1.7 0x1e 0x72 id0015-001-1-15 3423 :.........<.........*.........>.........:.........245665421.:.....11..:......... qa=+
 01ta36  35  1.7 0x1e 0x73 id0016-001-1-16 3453 :.........<.........*.........>.........:.........:235666532:.1.1.11..:1........ qa=+
 01ta37  33  1.7 0x1e 0x90 id0017-001-1-17 4323 :.........<.........*.........>.........:.........35666532..:.1....1..:......... qa=+
 01ta38  35  1.3 0x1e 0x91 id0018-001-1-18 4353 :.........<.........*.........>.........:.........124566531.1.......1.:......... qa=+
 01ta39  35  1.3 0x1e 0x92 id0019-001-1-19 4383 :.........<.........*.........>.........:.........123566541.1..1......:......... qa=+
 01ta40  31  1.7 0x1e 0x93 id0020-001-1-20 4413 :.........<.........*.........>.........:......235666542.1..:.........:......... qa=+
 01tb01  37  1.7 0x0f 0x93 id4580-115-1-20 4426 :.........<.........*.........>.........:.........:...356665321...1...:......... qa=+
 01tb02  38  1.7 0x0f 0x92 id4579-115-1-19 4396 :.........<.........*.........>.........:.........:...1355665431.1..1.:......... qa=+
 01tb03  32  1.7 0x0f 0x91 id4578-115-1-18 4366 :.........<.........*.........>.........:........25666532...:.........:......... qa=+
 01tb04  37  2.2 0x0f 0x90 id4577-115-1-17 4336 :.........<.........*.........>.........:.........:...13566542........:......... qa=+
 01tb05  31  2.2 0x0f 0x73 id4576-115-1-16 3466 :.........<.........*.........>.........:.......24566542....1......1..:......... qa=+
 01tb06  36  1.3 0x0f 0x72 id4575-115-1-15 3436 :.........<.........*.........>.........:.........1..24566532....1....:......... qa=+
 01tb07  36  1.3 0x0f 0x71 id4574-115-1-14 3406 :.........<.........*.........>.........:.........:..24566542..2......1.......1. qa=+
 01tb08  42  1.7 0x0f 0x70 id4573-115-1-13 3376 :.........<.........*.........>.........:.........:.......2356665421..1......... qa=+
 01tb09  39  1.7 0x0f 0x53 id4572-115-1-12 2506 :.........<.........*.........>.........:.........:....245666552..1...:.1....... qa=+
 01tb10  35  2.2 0x0f 0x52 id4571-115-1-11 2476 :.........<.........*.........>.........:.........1345665421:1........1......... qa=+
 01tb11  39  2.2 0x0f 0x51 id4570-115-1-10 2446 :.........<.........*.........>.........:.........:..1.3456654211.....:......... qa=+
 01tb12  39  1.7 0x0f 0x50 id4569-115-1-09 2416 :.........<.........*.........>.........:.........:....12466654..1....:...1..... qa=+
 01tb13  35  1.3 0x0f 0x37 id4568-115-1-08 1666 :.........<.........*.........>.........:.........:13566542.:.........:......... qa=+
 01tb14  41  1.7 0x0f 0x36 id4567-115-1-07 1636 :.........<.........*.........>.........:.........:......255665331...1:.......1. qa=+
 01tb15  38  1.7 0x0f 0x35 id4566-115-1-06 1606 :.........<.........*.........>.........:.........:....255665411......:..1...... qa=+
 01tb16  41  1.7 0x0f 0x34 id4565-115-1-05 1576 :.........<.........*.........>.........:.........:.....12456653111...1......... qa=+
 01tb17  23  1.3 0x0f 0x13 id4564-115-1-04  586 :.........<.........*.........>........1245665421.:......111:.........:......... qa=+
 01tb18  27  1.7 0x0f 0x12 id4563-115-1-03  556 :.........<.........*.........>.........:...3566641.....11..:1........:......... qa=+
 01tb19  28  1.3 0x0f 0x11 id4562-115-1-02  526 :.........<.........*.........>.........:...145665211.......:........1:......... qa=+
 01tb20  25  1.7 0x0f 0x10 id4561-115-1-01  496 :.........<.........*.........>.........:.14666532:1........:.........:......... qa=+
 01tb21  33  1.7 0x1e 0x0c id0021-001-2-01  363 :.........<.........*.........>.........:........145666542.1:...1.1...:......... qa=+
 01tb22  38  2.2 0x1e 0x0d id0022-001-2-02  393 :.........<.........*.........>.........:.........:..1135666531.1..1..:......... qa=+
 01tb23  29  1.7 0x1e 0x0e id0023-001-2-03  423 :.........<.........*.........>.........:.....256665422.1...:......1..:......... qa=+
 01tb24  32  1.7 0x1e 0x0f id0024-001-2-04  453 :.........<.........*.........>.........:.......13566653111.:....1....:......... qa=+
 01tb25  34  1.7 0x1e 0x2c id0025-001-2-05 1323 :.........<.........*.........>.........:........2356665421.11........:..1...... qa=+
 01tb26  36  1.3 0x1e 0x2d id0026-001-2-06 1353 :.........<.........*.........>.........:.........:.34566542:1.1......:......... qa=+
 01tb27  36  1.3 0x1e 0x2e id0027-001-2-07 1383 :.........<.........*.........>.........:.........:.24566542:.........:......... qa=+
 01tb28  33  1.3 0x1e 0x2f id0028-001-2-08 1413 :.........<.........*.........>.........:.......1.24566542..:.........:......... qa=+
 01tb29  33  2.2 0x1e 0x4c id0029-001-2-09 2283 :.........<.........*.........>.........:.......13456654311.:.....1..1:......... qa=+
 01tb30  34  2.2 0x1e 0x4d id0030-001-2-10 2313 :.........<.........*.........>.........:.........1245665421:.........:......... qa=+
 01tb31  33  1.7 0x1e 0x4e id0031-001-2-11 2343 :.........<.........*.........>.........:........135666522..:1........:......... qa=+
 01tb32  31  1.7 0x1e 0x4f id0032-001-2-12 2373 :.........<.........*.........>.........:.....1145666531..1.:.......1.:.......11 qa=+
 01tb33  34  2.2 0x1e 0x6c id0033-001-2-13 3243 :.........<.........*.........>.........:.........24566554311.11......:......... qa=+
 01tb34  36  1.7 0x1e 0x6d id0034-001-2-14 3273 :.........<.........*.........>.........:.........:..245665531.111...1:......... qa=+
 01tb35  35  1.7 0x1e 0x6e id0035-001-2-15 3303 :.........<.........*.........>.........:.........:245666521:......111:......... qa=+
 01tb36  34  1.7 0x1e 0x6f id0036-001-2-16 3333 :.........<.........*.........>.........:.........145666422.:.1.......:......... qa=+
 01tb37  33  1.3 0x1e 0x8c id0037-001-2-17 4203 :.........<.........*.........>.........:........1345665411.:.1.......:......... qa=+
 01tb38  36  1.7 0x1e 0x8d id0038-001-2-18 4233 :.........<.........*.........>.........:.........:.1345665422........1......... qa=+
 01tb39  33  1.7 0x1e 0x8e id0039-001-2-19 4263 :.........<.........*.........>.........:.......12356664311.:....1....:......... qa=+
 01tb40  30  1.7 0x1e 0x8f id0040-001-2-20 4293 :.........<.........*.........>.........:....2.35666421.1...:.........:......... qa=+
 01tc01  32  1.7 0x0f 0x97 id4560-114-2-20 4546 :.........<.........*.........>.........:.......1356664311..1.........:......... qa=+
 01tc02  40  1.7 0x0f 0x96 id4559-114-2-19 4516 :.........<.........*.........>.........:.........:......24566531..1..:.1....... qa=+
 01tc03  39  1.7 0x0f 0x95 id4558-114-2-18 4486 :.........<.........*.........>.........:.........:....14566642.......:......... qa=+
 01tc04  40  1.7 0x0f 0x94 id4557-114-2-17 4456 :.........<.........*.........>.........:.........:.....134566542..1..:1......1. qa=+
 01tc05  37  1.7 0x0f 0x77 id4556-114-2-16 3586 :.........<.........*.........>.........:.........:...2466652.........:.111..... qa=+
 01tc06  43  1.7 0x0f 0x76 id4555-114-2-15 3556 :.........<.........*.........>.........:.........:.........14566531..:......... qa=+
 01tc07  41  1.3 0x0f 0x75 id4554-114-2-14 3526 :.........<.........*.........>.........:.........:......135665421..1.:......... qa=+
 01tc08  39  1.7 0x0f 0x74 id4553-114-2-13 3496 :.........<.........*.........>.........:.........:....1346664211.....:......... qa=+
 01tc09  35  1.3 0x0f 0x57 id4552-114-2-12 2626 :.........<.........*.........>.........:.........:.1456653111........:..1...... qa=+
 01tc10  43  1.3 0x0f 0x56 id4551-114-2-11 2596 :.........<.........*.........>.........:.........:.........3566532...1...1..... qa=+
 01tc11  40  1.3 0x0f 0x55 id4550-114-2-10 2566 :.........<.........*.........>.........:.........:.....2456653.1....1:....1.... qa=+
 01tc12  45  1.7 0x0f 0x54 id4549-114-2-09 2536 :.........<.........*.........>.........:.........:.........1135666541:11......1 qa=+
 01tc13  42  1.7 0x0f 0x33 id4548-114-2-08 1546 :.........<.........*.........>.........:.........:........35666531...11........ qa=+
 01tc14  41  2.2 0x0f 0x32 id4547-114-2-07 1516 :.........<.........*.........>.........:.........:.....2355665421.1..:......... qa=+
 01tc15  39  1.3 0x0f 0x31 id4546-114-2-06 1486 :.........<.........*.........>.........:.........:.....34566543......1.1....... qa=+
 01tc16  34  1.7 0x0f 0x30 id4545-114-2-05 1456 :.........<.........*.........>.........:.........135666521111.1....1.:......... qa=+
 01tc17  25  1.7 0x0f 0x17 id4544-114-2-04  706 :.........<.........*.........>.........:.1466641.1.....1.1.:.........:......... qa=+
 01tc18   0  0.9 0x0f 0x16 id4543-114-2-03  676 :.........<.........7.........>.........:.........:.........:.........:......... qa=0
 01tc19  23  1.7 0x0f 0x15 id4542-114-2-02  646 :.........<.........*.........>.........3566642.1.:..1..1...:.........:......... qa=+
 01tc20  23  1.3 0x0f 0x14 id4541-114-2-01  616 :.........<.........*.........>.........135665211.:.1.1.....:.1.1.....:......... qa=+
 01tc21  33  1.7 0x1e 0x08 id0041-002-1-01  243 :.........<.........*.........>.........:......1.3456655421.:.........:......... qa=+
 01tc22  33  1.7 0x1e 0x09 id0042-002-1-02  273 :.........<.........*.........>.........:.......11456665311.1.........:......... qa=+
 01tc23  34  1.7 0x1e 0x0a id0043-002-1-03  303 :.........<.........*.........>.........:.......12355665421.1.1.......:........1 qa=+
 01tc24  33  2.2 0x1e 0x0b id0044-002-1-04  333 :.........<.........*.........>.........:.......1345665442..1...1.....:......... qa=+
 01tc25  33  2.2 0x1e 0x28 id0045-002-1-05 1203 :.........<.........*.........>.........:.......1345665541..:.........:......... qa=+
 01tc26  31  1.7 0x1e 0x29 id0046-002-1-06 1233 :.........<.........*.........>.........:......145666532...1:..11.....:......... qa=+
 01tc27  32  2.2 0x1e 0x2a id0047-002-1-07 1263 :.........<.........*.........>.........:......1245666532...:..1......:.......1. qa=+
 01tc28  33  1.3 0x1e 0x2b id0048-002-1-08 1293 :.........<.........*.........>.........:........12456652...:.........:...1..... qa=+
 01tc29  36  1.7 0x1e 0x48 id0049-002-1-09 2163 :.........<.........*.........>.........:.........:2345665531111....1.:......... qa=+
 01tc30  35  1.7 0x1e 0x49 id0050-002-1-10 2193 :.........<.........*.........>.........:.........1145666441:.........:......... qa=+
 01tc31  38  1.7 0x1e 0x4a id0051-002-1-11 2223 :.........<.........*.........>.........:.........:...235666531......1:......... qa=+
 01tc32  31  1.7 0x1e 0x4b id0052-002-1-12 2253 :.........<.........*.........>.........:......23566653.1.11:.........:......... qa=+
 01tc33  35  2.2 0x1e 0x68 id0053-002-1-13 3123 :.........<.........*.........>.........:.........:23556654321.......11......... qa=+
 01tc34  38  1.7 0x1e 0x69 id0054-002-1-14 3153 :.........<.........*.........>.........:.........:...24566654211.1...1.11...... qa=+
 01tc35  35  1.7 0x1e 0x6a id0055-002-1-15 3183 :.........<.........*.........>.........:.........:224666532:1.......1:......... qa=+
 01tc36  32  2.2 0x1e 0x6b id0056-002-1-16 3213 :.........<.........*.........>.........:.......124566542..11.........:.....11.1 qa=+
 01tc37  38  1.7 0x1e 0x88 id0057-002-1-17 4083 :.........<.........*.........>.........:.........:...135566542...1.1.:.1.....1. qa=+
 01tc38  32  1.3 0x1e 0x89 id0058-002-1-18 4113 :.........<.........*.........>.........:........4566542..11:...1.....:1........ qa=+
 01tc39  37  1.7 0x1e 0x8a id0059-002-1-19 4143 :.........<.........*.........>.........:.........:..13566642111......:...1..... qa=+
 01tc40  32  1.7 0x1e 0x8b id0060-002-1-20 4173 :.........<.........*.........>.........:.......235666531..1:.....1...:......... qa=+
 01td01  36  1.7 0x0f 0x9b id4540-114-1-20 4666 :.........<.........*.........>.........:.........:..2356654321..1....:1........ qa=+
 01td02  32  1.7 0x0f 0x9a id4539-114-1-19 4636 :.........<.........*.........>.........:........1466652.1..:.........:1........ qa=+
 01td03  38  1.7 0x0f 0x99 id4538-114-1-18 4606 :.........<.........*.........>.........:.........:....2466654...1....1......... qa=+
 01td04  40  1.7 0x0f 0x98 id4537-114-1-17 4576 :.........<.........*.........>.........:.........:.....135666531.....1.1....... qa=+
 01td05  34  1.7 0x0f 0x7b id4536-114-1-16 3706 :.........<.........*.........>.........:.........:356665211:....1.1.1:...1..... qa=+
 01td06  41  1.7 0x0f 0x7a id4535-114-1-15 3676 :.........<.........*.........>.........:.........:.....23466654111...:......... qa=+
 01td07  38  1.7 0x0f 0x79 id4534-114-1-14 3646 :.........<.........*.........>.........:.........:....2466652..1.1...:......... qa=+
 01td08  40  1.3 0x0f 0x78 id4533-114-1-13 3616 :.........<.........*.........>.........:.........:.....145665532111..:......... qa=+
 01td09  41  1.7 0x0f 0x5b id4532-114-1-12 2746 :.........<.........*.........>.........:.........:......135666531.1.1:......... qa=+
 01td10  40  1.7 0x0f 0x5a id4531-114-1-11 2716 :.........<.........*.........>.........:.........:.....1255665311....:.....11.. qa=+
 01td11  37  1.7 0x0f 0x59 id4530-114-1-10 2686 :.........<.........*.........>.........:.........:..23566642...1...1.:.1....... qa=+
 01td12  40  1.7 0x0f 0x58 id4529-114-1-09 2656 :.........<.........*.........>.........:.........:.....135666532.....:......... qa=+
 01td13  41  2.2 0x0f 0x3b id4528-114-1-08 1786 :.........<.........*.........>.........:.........:.....1355665421.1..:......111 qa=+
 01td14  40  1.7 0x0f 0x3a id4527-114-1-07 1756 :.........<.........*.........>.........:.........:.....135665422.....:......... qa=+
 01td15  40  1.7 0x0f 0x39 id4526-114-1-06 1726 :.........<.........*.........>.........:.........:.....135666421.....:.1.1..... qa=+
 01td16  41  1.7 0x0f 0x38 id4525-114-1-05 1696 :.........<.........*.........>.........:.........:.....124566541.....:......... qa=+
 01td17  35  1.3 0x0f 0x1b id4524-114-1-04  826 :.........<.........*.........>.........:.........:14566531.:1........:......... qa=+
 01td18  35  1.7 0x0f 0x1a id4523-114-1-03  796 :.........<.........*.........>.........:.........:.35666421:...1.1..1:......... qa=+
 01td19  35  1.7 0x0f 0x19 id4522-114-1-02  766 :.........<.........*.........>.........:.........:1356654..:..11.....:......... qa=+
 01td20  30  1.7 0x0f 0x18 id4521-114-1-01  736 :.........<.........*.........>.........:.......356653...1..:.....1...:......... qa=+
 01td21  32  1.3 0x1e 0x04 id0061-002-2-01  123 :.........<.........*.........>.........:.......2455665432.1:.........1......... qa=+
 01td22  33  1.7 0x1e 0x05 id0062-002-2-02  153 :.........<.........*.........>.........:.......2245666531..:.........:......... qa=+
 01td23  36  1.7 0x1e 0x06 id0063-002-2-03  183 :.........<.........*.........>.........:.........:13455665421........:......... qa=+
 01td24  32  1.7 0x1e 0x07 id0064-002-2-04  213 :.........<.........*.........>.........:........346665411..:.1.......:......... qa=+
 01td25  32  2.2 0x1e 0x24 id0065-002-2-05 1083 :.........<.........*.........>.........:......1135666543...1.........:......1.1 qa=+
 01td26  29  1.7 0x1e 0x25 id0066-002-2-06 1113 :.........<.........*.........>.........:....1346665421.1.1.:1........:......... qa=+
 01td27  28  1.7 0x1e 0x26 id0067-002-2-07 1143 :.........<.........*.........>.........:...23566542.11.....:.........:......... qa=+
 01td28  31  1.7 0x1e 0x27 id0068-002-2-08 1173 :.........<.........*.........>.........:......1356664211.1.:.........:......... qa=+
 01td29  32  1.7 0x1e 0x44 id0069-002-2-09 2043 :.........<.........*.........>.........:.....1134566554211.1.........:......... qa=+
 01td30  30  2.2 0x1e 0x45 id0070-002-2-10 2073 :.........<.........*.........>.........:.....235666531...11:1........:......... qa=+
 01td31  31  1.3 0x1e 0x46 id0071-002-2-11 2103 :.........<.........*.........>.........:......13566511..111:.........:.1....... qa=+
 01td32  32  1.7 0x1e 0x47 id0072-002-2-12 2133 :.........<.........*.........>.........:.......245665421...:1........11........ qa=+
 01td33  34  1.7 0x1e 0x64 id0073-002-2-13 3003 :.........<.........*.........>.........:.........345666542.1.........:..1...... qa=+
 01td34  33  1.7 0x1e 0x65 id0074-002-2-14 3033 :.........<.........*.........>.........:.........35666531..:.........:......... qa=+
 01td35  34  1.7 0x1e 0x66 id0075-002-2-15 3063 :.........<.........*.........>.........:.........1355665311:.1.......:......... qa=+
 01td36  31  1.3 0x1e 0x67 id0076-002-2-16 3093 :.........<.........*.........>.........:.......24566541....1.........:.1....... qa=+
 01td37  35  2.2 0x1e 0x84 id0077-002-2-17 3963 :.........<.........*.........>.........:........1:345665431:.1.....1.:.1...1... qa=+
 01td38  33  1.7 0x1e 0x85 id0078-002-2-18 3993 :.........<.........*.........>.........:........23566654...:....1....:......... qa=+
 01td39  35  1.7 0x1e 0x86 id0079-002-2-19 4023 :.........<.........*.........>.........:.........:14566653.1.1.......1......... qa=+
 01td40  32  1.7 0x1e 0x87 id0080-002-2-20 4053 :.........<.........*.........>.........:.......13566643.1..:.........11........ qa=+
 01te01  37  1.7 0x0f 0x9f id4520-113-2-20 4786 :.........<.........*.........>.........:.........:...145665531.......:......... qa=+
 01te02  35  1.3 0x0f 0x9e id4519-113-2-19 4756 :.........<.........*.........>.........:.........:.24566531:....1....:......... qa=+
 01te03  39  1.7 0x0f 0x9d id4518-113-2-18 4726 :.........<.........*.........>.........:.........:....13566643..1....:......... qa=+
 01te04  38  1.3 0x0f 0x9c id4517-113-2-17 4696 :.........<.........*.........>.........:.........:...124566531.......:......... qa=+
 01te05  46  1.7 0x0f 0x7f id4516-113-2-16 3826 :.........<.........*.........>.........:.........:.........:.12566642:.......1. qa=+
 01te06  40  1.3 0x0f 0x7e id4515-113-2-15 3796 :.........<.........*.........>.........:.........:.....125665211.....:.....1... qa=+
 01te07  45  1.7 0x0f 0x7d id4514-113-2-14 3766 :.........<.........*.........>.........:.........:.........:.15666521:......... qa=+
 01te08  34  1.7 0x0f 0x7c id4513-113-2-13 3736 :.........<.........*.........>.........:.........145666522.:.........:.....1... qa=+
 01te09  35  1.3 0x0f 0x5f id4512-113-2-12 2866 :.........<.........*.........>.........:.........:13566542.:1......1.:......... qa=+
 01te10  39  1.3 0x0f 0x5e id4511-113-2-11 2836 :.........<.........*.........>.........:.........:.....1456653.......:1........ qa=+
 01te11  41  1.7 0x0f 0x5d id4510-113-2-10 2806 :.........<.........*.........>.........:.........:......134666521....:.1....... qa=+
 01te12  43  1.7 0x0f 0x5c id4509-113-2-09 2776 :.........<.........*.........>.........:.........:.......135666521..1:......... qa=+
 01te13  40  1.7 0x0f 0x3f id4508-113-2-08 1906 :.........<.........*.........>.........:.........:.....134666521.....:......... qa=+
 01te14  38  1.7 0x0f 0x3e id4507-113-2-07 1876 :.........<.........*.........>.........:.........:....24566531.......:......... qa=+
 01te15  42  1.7 0x0f 0x3d id4506-113-2-06 1846 :.........<.........*.........>.........:.........:.......24566641....:......... qa=+
#01te16  44  3.0 0x0f 0x3c id4505-113-2-05 1816 :.........<.........*.........1.........:.....1...:2122233444455555444443332111. qa=+
 01te17  22  1.3 0x0f 0x1f id4504-113-2-04  946 :.........<.........*.........>........356651.1...:1........:.........:......... qa=+
